web_scraper_order,web_scraper_start_url,detail_url,title,location,difficulty_level,duration,distance,physical_demand,ascent,descent,target_group,season,recommended_period
"1766396526-65","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=14","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/848/Von-La-Corbatiere-nach-La-Sagne","Von La Corbatière nach La Sagne","La Corbatière
                                                                    — La Sagne
                                                                                                    • NE","","2h 25min","7.5km","mittel","150m","230m","","Winter",""
"1766396529-66","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=14","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/918/Winterwandern-und-schlitteln-4","Winterwandern und schlitteln 4","Muottas Muragl
                                                                                                    • GR","","2h 35min","6.1km","mittel","370m","370m","für Familien","Winter",""
"1766396534-67","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/916/Winterwandern-und-schlitteln-3","Winterwandern und schlitteln 3","Cancori
                                                                                                    • TI","","1h 45min","4.3km","tief","135m","135m","für Familien","Winter",""
"1766396536-68","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/915/Winterzauber-an-der-Sonne","Winterzauber an der Sonne","Eggbergen
                                                                    — Ratzi
                                                                                                    • UR","","4h 40min","12.4km","hoch","645m","585m","","Winter",""
"1766396538-69","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/914/In-der-Kalte-von-La-Brevine","In der Kälte von La Brévine","La Brévine
                                                                                                    • NE","","1h 10min","3.9km","tief","115m","115m","für Familien","Winter",""
"1766396541-70","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/913/Vielfaltiges-Selibuel","Vielfältiges Selibüel","Gurnigel, Wasserscheidi
                                                                                                    • BE","","1h 45min","4.6km","mittel","255m","255m","","Winter",""
"1766396543-71","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/912/Den-Gantrisch-im-Blickfeld","Den Gantrisch im Blickfeld","Gurnigel, Berghaus
                                                                                                    • BE","","1h 10min","3.1km","tief","170m","170m","für Familien","Winter",""
"1766396545-72","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/910/Winterwandern-und-schlitteln-2","Winterwandern und schlitteln 2","Vorsass
                                                                    — Beatenberg Station
                                                                                                    • BE","","1h 25min","5.8km","mittel","5m","455m","für Familien","Winter",""
"1766396548-73","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/782/Frisch-verschneite-Riederalp","Frisch verschneite Riederalp","Riederalp
                                                                    — Stn. Moosfluh
                                                                                                    • VS","","2h 25min","5.2km","hoch","470m","40m","","Winter",""
"1766396550-74","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/947/Mystisches-Vallee-de-Joux","Mystisches Vallée de Joux","La Douane, Les Esserts
                                                                                                    • VD","","1h 30min","4.8km","tief","65m","65m","","Winter",""
"1766396552-75","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/946/Marchenhaftes-Toggenburgerland","Märchenhaftes Toggenburgerland","Alp Sellamatt
                                                                                                    • SG","","3h 5min","9.3km","mittel","300m","300m","für Familien","Winter","Dezember - Februar"
"1766396555-76","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/959/Haldi-fur-jedes-Wetter","Haldi für jedes Wetter","Haldi
                                                                                                    • UR","","2h 15min","7.3km","hoch","385m","390m","","Winter",""
"1766396557-77","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1044/Hoch-uber-dem-Vierwaldstattersee","Hoch über dem Vierwaldstättersee","Rigi Kulm
                                                                    — Rigi Scheidegg
                                                                                                    • SZ","","3h 25min","9.1km","mittel","320m","425m","","Winter",""
"1766396559-78","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1043/Weitsicht-hoch-uber-dem-Walensee","Weitsicht hoch über dem Walensee","Arvenbüel
                                                                                                    • SG","","2h 45min","6.7km","mittel","310m","310m","","Winter",""
"1766396562-79","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1040/Hoch-uber-dem-Haslital","Hoch über dem Haslital","Hasliberg Reuti
                                                                    — Brünigpass
                                                                                                    • BE","","3h 40min","9.5km","hoch","365m","420m","","Winter",""
"1766396564-80","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1039/Auf-dem-jurassischen-Hochplateau","Auf dem jurassischen Hochplateau","Le Pré Petitjean
                                                                    — Muriaux
                                                                                                    • JU","","2h 45min","8.4km","mittel","180m","150m","","Winter",""
"1766396566-81","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1038/Hoch-uber-dem-Vispertal","Hoch über dem Vispertal","Törbel
                                                                    — Bürchen
                                                                                                    • VS","","2h 45min","7.9km","mittel","185m","270m","","Winter",""
"1766396569-82","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1037/Im-Hochtal-von-Les-Diablerets","Im Hochtal von Les Diablerets","Les Diablerets
                                                                                                    • VD","","2h 30min","8km","mittel","180m","180m","","Winter",""
"1766396571-83","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1057/Auf-Sonnensuche-bei-Sedrun","Auf Sonnensuche bei Sedrun","Bahnhof Tschamut-Selva
                                                                                                    • GR","","2h 25min","6.5km","mittel","300m","300m","","Winter",""
"1766396573-84","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1056/Zuhinterst-im-Diemtigtal-2","Zuhinterst im Diemtigtal 2","Grimmialp
                                                                                                    • BE","","2h 35min","6.8km","mittel","370m","370m","","Winter",""
"1766396576-85","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1055/Zuhinterst-im-Diemtigtal-1","Zuhinterst im Diemtigtal 1","Springebode
                                                                                                    • BE","","2h 10min","6.6km","mittel","250m","250m","","Winter",""
"1766396578-86","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1054/Wandern-zu-Spektakeln-4","Wandern zu Spektakeln 4","Brambrüesch
                                                                    — Mutta
                                                                                                    • GR","Blau","3h 35min","8.2km","hoch","805m","380m","","Winter",""
"1766396580-87","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1052/Wandern-zu-Spektakeln-2","Wandern zu Spektakeln 2","Giswil
                                                                                                    • OW","","4h 25min","11.5km","hoch","580m","580m","für schwindelfreie Menschen","Winter",""
"1766396583-88","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1051/Wandern-zu-Spektakeln-1","Wandern zu Spektakeln 1","Lehmen
                                                                    — Kronberg
                                                                                                    • AI","","3h 20min","5.7km","hoch","740m","60m","","Winter",""
"1766396585-89","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1046/Auf-der-winterlichen-Via-Engiadina","Auf der winterlichen Via Engiadina","Lavin
                                                                    — Ardez
                                                                                                    • GR","","4h 5min","10.1km","hoch","455m","455m","","Winter",""
"1766396588-90","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=13","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1061/Auf-Sonnensuche-bei-Sedrun","Auf Sonnensuche bei Sedrun","Segnas, Bahnhof
                                                                    — Mumpé Tujetsch
                                                                                                    • GR","","2h 5min","4.7km","mittel","330m","260m","für Familien","Winter",""
